13714195	Analysis of symptoms and I.M.B.C. by length of time spent working on the coal - getting shift in both miners and ex-miners did not suggest that the total dust dosage to which a man had been exposed during his working life was closely related to chronic respiratory disease.	did not suggest	Analysis of symptoms and I.M.B.C. by length of time	that the total dust dosage to which a man had been exposed during his working life was closely related to chronic respiratory disease	1	1			
16411872	The Expert Working Group recommends that : people with established clinically stable cardiovascular disease should aim , over time , to achieve 30 minutes or more of moderate intensity physical activity on most , if not all , days of the week ; less intense and even shorter bouts of activity with more rest periods may suffice for those with advanced cardiovascular disease ; and regular low - to - moderate level resistance activity , initially under the supervision of an exercise professional , is encouraged.	to achieve	people with established clinically stable cardiovascular disease	30 minutes or more of moderate intensity physical activity on most	1	1			
 26693	The market leader was Volkswagen , with 15.2 percent , followed by Fiat and Peugeot .	was Volkswagen with	The market leader	QUANT_O_1	1	1			
 12313	According to the executives close to EMI , the company remains in advanced talks with Mr. Flom , who quit as chairman of Atlantic Records two months ago after clashing with its parent company 's domestic chief , Lyor Cohen .	quit as chairman of Atlantic Records after clashing with	Mr. Flom	its parent company 's domestic chief	1	1			
 26561	About half of birth reduction there in the past three decades can be attributed simply to organized family planning programs .	be attributed	QUANT_S_1 of birth reduction in the past QUANT_S_2 decades	simply	1	1			
 19472	In the summer , the lodge also houses the Trail Crew , a crew of Dartmouth Outing Club students who help maintain the seventeen Dartmouth Cabins & 50 miles of Appalachian trail between Hanover and the Lodge itself .	help maintain	the Trail Crew	the seventeen Dartmouth	1	1			
  5551	The bridegroom 's mother , Jane Whipple , is a freelance book editor .	is	The bridegroom 's mother	a freelance book editor	1	1			
 14914	The companies have been in business for more than 20 years .	have been in	The companies	business	1	1			
  3430	He is largely focused on breaking up Garrincha 's gang and is unaware of Thomas Barrett 's intentions .	has	Garrincha	gang	1	1			
 34968	But the new test results , returned yesterday from a Federal Centers for Disease Control laboratory in Fort Collins , Colo. , confirmed that a 72-year-old woman from Douglaston , Queens , a 75-year-old man from Hillcrest , Queens , and an 80-year-old man who lives just south of Greenwood Cemetery in Sunset Park , Brooklyn , have the disease , which can cause fatal swelling of the brain .	cause fatal swelling of	the disease	the brain	1	1			
 11978	He was so inspired by Snyder 's speech on how he made the program a success that when he learned Snyder had to hurry to the airport , Riley begged to go along for the ride .	has	Snyder	speech	1	1			
 17967	Oils also finished on the down side , after enjoying advances last Thursday and Friday related to options expirations .	finished on the down side after	Oils	Friday related to options expirations	1	1			
30918186	On admission , although she showed an extremely elevated plasma glucose level ( 1,080 mg / dL ) , her hemoglobin A1c level was low ( 7.1 % ) , which indicated the rapid progression of diabetes.	indicated	7.1 %	the rapid progression of diabetes	1	1			
 28668	`` I believe that no right - and fair-thinking person , considering all the facts and circumstances , will ever believe that Judge Sol Wachtler should do 12 seconds in any jail-type setting , '' Mr. Stillman said in an interview today .	do QUANT_R_1 seconds in	Judge Sol Wachtler	QUANT_O_1 jail-type setting	1	1			
23375250	Ongoing studies are aimed at confirming that the molecular characterization of circulating tumor cells in peripheral blood and in bone marrow of patients is a powerful tool to improve the patient risk - stratification , to monitor activity of the drugs , to develop more appropriate targeted therapies and tailored treatments.	are aimed	Ongoing studies	at confirming that the molecular characterization of circulating tumor cells in bone marrow of patients is a powerful tool	1	1			
 15343	To administrators at Queens Hospital Center , however , Dr. Corso is , above all , an employee .	is however above	Dr. Corso	QUANT_O_1	1	1			
 15398	Stanley C. Pace , chairman and chief executive of the St. Louis-based military contractor , said Mr. Mellor '' combines a technological know-how and business sensitivity that will be invaluable in helping Bill Anders guide the comany through the difficult but opportune times ahead . ''	be	a technological know-how	invaluable	1	1			
  7334	Following city rules , the agency has to offer the apartments first through a public lottery .	has to offer the apartments through	the agency	a public lottery	1	1			
 22500	-LRB- Access America excludes not only such countries as Afghanistan , Libya and North Korea , which are not open to American tourists , but also Burma . -RRB-	are open to	such countries as Libya	American tourists	1	1			
  9667	An open veranda ran its length .	ran	An open veranda	its length	1	1			
29952495	Aims are alleviation of symptoms and prolongation of survival.	are	Aims	alleviation of prolongation of survival	1	1			
  1838	When the first settlers trundled their wagons along the Oregon Trail in the mid-1800 's , the Platte raged with melted snow rushing from the Rockies .	rushing from	melted snow	the Rockies	1	1			
 25184	Over the next four weeks , doctors at Cook Children 's Hospital in Fort Worth treated Rachel with a combination of drugs .	treated Rachel with a combination of	doctors at Cook Children 's Hospital in Fort Worth	drugs	1	1			
 14092	Meanwhile , Buddhism , which in Vietnam coexists more or less harmoniously with Confucianism , Taoism and the cults of villages and ancestors , draws increasing numbers of pilgrims and supplicants to restored pagodas in search of divine favors or spiritual enlightenment .	coexists more harmoniously with	Buddhism	Confucianism	1	1			
 20098	Flying Colors Correction 	reversed the relationship between Presidents William Henry Harrison and Benjamin Harrison	Sunday An article last Sunday about the Bush family 's political successes	November 17 2002	1	1			
  7930	The printout of names on Sheriff Darren P. White 's desk is his official worry list .	is	The printout of names on Sheriff Darren P. White 's desk	his official worry list	1	1			
Richard Aguilar 	At the same time , men achieve greater risk reduction from moderate daily alcohol intake and a diet high in fish and seafood , low - fat dairy products , whole grains , and magnesium.	achieve	men	greater risk reduction from a diet high in whole grains	At the same time	1	1		
 14194	Contrasts of the Crisis Determining Death By Money and Race In a study published in the International Journal of Epidemiology this year , scientists at the Washington , D.C. , Commission on Public Health estimated that blacks in Washington were more than four times as likely as whites to die prematurely , before 65 , of heart disease , asthma , pneumonia and some cancers .	were	blacks in Washington	likely to die of heart disease	1	1			
24299125	Methods : A literature search was conducted using PubMed to identify articles containing information on diabetes in Brazil.	containing	articles	information on diabetes in Brazil	1	1			
 21179	In the 1850 's , according to one estimate Mr. Wallace cites , a colliery employee '' could expect to be killed or crippled for life '' in six years ; both popular balladeers and the miners themselves compared the casualty rates to military losses in combat .	expect crippled In	a colliery employee	the 1850 's	1	1			
  5109	"""""""They pointed out that the method had been """"""""proposed many times in special circumstances"""""""" by earlier authors."""""""	pointed out that	Arthur Dempster , Nan Laird , and Donald Rubin	The EM algorithm had been `` proposed many times in special circumstances '' by earlier authors	1	1			
 20995	In its place , a park will be built at the center of the superblock .	be built at the center of the superblock In	a park	its place	1	1			
 29375	By the time the Soviet Union collapsed , Mr. Bashmet had achieved the impossible .	had achieved	Mr. Bashmet	the impossible	1	1			
 15145	Dr. Positano said that his waiting room is increasingly filled with women hobbled by failed cosmetic foot procedures , those done solely to improve the appearance of the foot or help patients fit into fashionable shoes .	is	Positano	Dr.	1	1			
 18908	As they worship , and during the meal that follows -- the langar , where legumes and yogurt will be served -- the Sikhs may look back over a remarkable decade .	look back over	the Sikhs	a remarkable decade	1	1			
 21594	When Mr. Dickey said he had no experience raising PAC money , Mr. Davis replied 	is	Davis	male	1	1			
32723859	Both devices were set up to ensure oxyhemoglobin saturation between 92 % and 95 % during the 6MWTs.	were set up	Both devices	to ensure oxyhemoglobin saturation 95 % during the 6MWTs	1	1			
 32275	He insisted Italians continued to harbor `` great confidence '' in his Government , a right-wing coalition of his Forza Italia party , the neo-Fascist National Alliance and the separatist Northern League , which was swept into power in elections in March after two years of corruption scandals had discredited most political parties in Italy .	continued to harbor	Italians	great confidence	1	1			
 37800	Dr. Michael W. Yogman , who has studied father-infant interactions at Harvard Medical School , found that fathers tend to play more with their babies than mothers do , even when the father is the baby 's primary caretaker .	is	the father	the baby 's primary caretaker	1	1			
  3608	Sing-ins and dancing nightly to the music of the Clayfoot Strutters , Bayou Brethren , Wild Asparagus , the Horseflies , New Nile Orchestra , Peter Eklund and others will extend into the late hours .	is	Bayou Brethren	Wild Asparagus	1	1			
 26951	Children can make garden crafts , plant seeds to take home and at noon watch Laine Barton perform magic .	perform	at noon watch Laine Barton	magic	1	1			
    25	He 's in the Braves ' camp because he was impressive in a brief stint in the Puerto Rican winter league , and he 's in position to win a spot in the starting rotation because John Smoltz is recovering from elbow surgery . ''	has	the Braves	camp	1	1			
 28872	In an anguished , especially affecting jail house rant , Liu bemoans that 25 years of hard work in the service of America has not served to earn him the identity of an American in the eyes of the others .	has served to earn him the identity of	QUANT_S_1 years of hard work in the service of America	an American in the eyes of the others	1	1			
 24649	He said Mr. Hynes believed that the stolen `` guns that could have been used to kill a cop , a kid or an innocent bystander '' had been turned in , `` so he 's pleased that they are out of circulation . ''	have been used to kill	the stolen guns	a kid	1	1			
 17105	However , Mr. Malone has typically paid low salaries and no bonuses , instead granting large stock options .	has paid	Mr. Malone	low salaries	1	1			
 25525	AS for a survey of 925 sales by the National Cooperative Bank -- which is based in Washington and provides an array of financial services , including underlying mortgage financing , to the nation 's co-ops -- it showed a 2.4 percent increase in average co-op sale prices for the entire New York area last year .	is based in	a survey of QUANT_S_1 sales by the National Cooperative Bank	Washington	1	1			
 38440	In court papers , Mr. Korn argued that Judge Goldstein 's law secretary , Edward J. Hart Jr. , is the son of the lawyer who represents both the Nassau Republican organization and the Town of Hempstead .	represents	the lawyer	the Nassau Republican organization	1	1			
 32174	The sergeant , whose name was not released , walked to the driver 's side window , and the officer to the passenger side .	has	The sergeant	name	1	1			
  7835	To ordinary Americans , the string-along announcements can be disorienting .	be	the string-along announcements	disorienting	1	1			
 13084	The phone number for more information is 365-6411 .	is	The phone number for more information	QUANT_O_1	1	1			
27159875	T2DM is more frequently diagnosed at lower age and body mass index in men ; however , the most prominent risk factor , which is obesity , is more common in women.	is diagnosed	T2 DM	at body mass index	in men	more frequently	1	1	
15530478	Conclusion : This study suggests that patients with high levels of BALF IL - 8 could potentially have high levels of IL - 6 , IL - 10 , IL - 16 , lysozyme and sIgA.	suggests	This study	that patients with high levels of BALF IL - 8 could potentially have high levels of IL - 6	1	1			
 35252	In fact , Bombay continues , somehow , to thrive .	continues to	Bombay	thrive	1	1			
 19937	Instead , Mr. Newbould built a device containing an integrated-circuit chip and a timer .	built Instead	Mr. Newbould	a device containing an integrated-circuit chip	1	1			
 37735	Mr. Kirschnbaum recalled . ''	is	Kirschnbaum	male	1	1			
 34054	I am scared of music boxes , wear Performance Fleece for day exclusively , and the last book I actually finished was one I had written , and that was technically proofreading .	was	the last book	QUANT_O_1	1	1			
31992050	We describe the action and components necessary to create the cardiovascular health and cardiovascular disease surveillance system of the future , steps in development , and challenges that federal , state , and local governments will need to address.	state	challenges	governments	1	1			
 29596	Demanding , likewise , is the early and monumental '' Portrait of Uncle Dominique as a Monk '' by Cezanne .	is the early Portrait by	Demanding likewise	Cezanne	1	1			
24452740	Transrectal real - time elastography has shown to have the ability to visualize prostate cancer foci to some extent.	has shown	Transrectal real - time elastography	to have the ability	1	1			
 15499	In the meantime , the black giant had begun his own survey of the campground , where three nights before Hanukkah and his fellows had shared a roast goat and a looted cask of sharab , and some fool had made the mistake of removing the gag from the stripling 's mouth to see if , plied with drink , he might say or do something amusing .	had shared a looted cask of sharab	his fellows	QUANT_O_1 nights	1	1			
  6495	He directed HELL 'S ANGELS -LRB- 1930 -RRB- , the story of two glyers -LRB- Ben Lyon and James Hall -RRB- and a blond vixen -LRB- Jean Harlow -RRB- .	is	James Hall	a blond vixen	1	1			
22540253	Lack of statistical power and measurement errors for the environmental factors continue to challenge our efforts for characterizing interactions.	to challenge	Lack of measurement errors for the environmental factors	our efforts for characterizing interactions	1	1			
17678765	Many exciting opportunities will be available for rehabilitation specialists to improve the care of women with breast cancer and to participate in research in the field of oncology rehabilitation.	to improve	rehabilitation specialists	the care of women with breast cancer	1	1			
 36202	An American journalist for Newsweek suffered minor injuries during that explosion and was in stable condition tonight .	suffered	An American journalist for Newsweek	minor injuries	1	1			
 21334	The removal of the police and their barricades , and the peaceful demeanor of the demonstrators , were the result of negotiations Sunday night and Monday morning between the two sides .	were the result of negotiations Monday morning between	the peaceful demeanor of the demonstrators	the QUANT_O_1 sides	1	1			
 27642	` We Are Saddened ' John M. Morris , a vice president at Morgan , said the bank had concluded that no other Morgan officers were linked to the Gebauer case . ''	is a vice president at	John M. Morris	Morgan	1	1			
  1373	The 70 's cars have come of age because of a rule , made some 20 years ago by the 63,000-member-strong Antique Automobile Collectors Association , that any car 25 years old or older would be considered antique .	have come because of a rule that	The QUANT_S_1 's cars	older would be considered antique	1	1			
  5839	Oil prices will not remain depressed forever .	remain	Oil prices	depressed	1	1			
   556	The United States says Palestinians and Jordanians should be members of the same delegation .	be	Jordanians	members	1	1			
  9987	The Mets scored all of their runs in the sixth inning and needed two singles , two doubles , a hit batter and a force-play grounder to match the three swings of Neifi Perez , Vinny Castilla and Larry Walker against Masato Yoshii .	be match	a force-play grounder	the QUANT_O_1 swings of Neifi Perez against Masato Yoshii	1	1			
 31624	But age and infirmity , he said , do make inmates less dangerous and less likely to escape or assault guards or fellow prisoners .	do make	infirmity	inmates less likely assault guards	1	1			
 27958	At the time , McCray recalls , '' I was 29 and my net worth was represented by a $ 700 Chevrolet , the suit of clothes on my back and the one in my closet . ''	was represented by	my net worth	the suit of clothes on my back	1	1			
 34731	A15 A '71 Tape Adds to Debate Senator John Kerry faces questions about discarding medals in Washington to protest the war in Vietnam .	Adds to	A15 A '71 Tape	Debate Senator John Kerry	1	1			
  4224	Anchovies have been a vital ingredient since Roman days , and their fermented juice has been the base of condiments in many countries , from the fish sauce of Southeast Asia to Worcestershire sauce .	has been	their fermented juice	the base	1	1			
 18537	In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam .	opposed	some Iraqi fighters	the United States	1	1			
23194039	Smoking is the dominant cause of lung cancer and smoking cessation is the established method to reduce lung cancer mortality.	is	Smoking is the dominant cause of lung cancer	the established method to reduce lung cancer mortality	1	1			
 37983	Central Association -- Lake Superior State , a fourth-place team at the end of the regular season but 14-1-1 in its last 16 games , eliminated No. 1 Michigan in the tournament 's opener before 12,478 at Detroit 's Joe Louis Arena and then beat Michigan State for the championship .	is	QUANT_S_1 in its last QUANT_S_2 games	a fourth-place team at the end of the regular season	1	1			
3921516	Yet , in further analogy with the metabolic studies , plasma hydrogen ion concentration is better defended at higher plasma bicarbonate levels in accordance with mathematical relationships defined by the Henderson - Hasselbalch equation.	defined	mathematical relationships	by the Henderson - Hasselbalch equation	1	1			
  5274	The Rent Guidelines Board has already heard testimony in recent months from experts representing landlords and tenants .	has heard already	The Rent Guidelines Board	testimony	1	1			
 30990	They spot him right away 	is	a point guard	the court	1	1			
 14315	Yet other studies point to fetal exposure to environmental toxins like lead , cigarettes and alcohol .	point	other studies	to fetal exposure	1	1			
